id,book_id,isbn,authors,original_publication_year,title,quantity
2278,19448,64472779,Meg Cabot,2002,"All-American Girl (All-American Girl, #1)",2
2279,27,380713802,Bill Bryson,1991,Neither Here nor There: Travels in Europe,1
2280,23228,375832998,David Levithan,2003,Boy Meets Boy,0
2281,17349023,61941026,Wally Lamb,2013,We Are Water,5
2282,3393124,316002895,James Patterson,2009,"Max (Maximum Ride, #5)",4
2283,7778981,312656262,Alexandra Adornetto,2010,"Halo (Halo, #1)",3
2284,95186,802142818,Kiran Desai,2006,The Inheritance of Loss,2
2285,13813,586066888,Raymond E. Feist,1986,"A Darkness At Sethanon (The Riftwar Saga, #4)",1
2286,16640,812969901,"Johann Wolfgang von Goethe, Burton Pike",1774,The Sorrows of Young Werther,0
2287,3570231,61583073,Jeaniene Frost,2008,"At Grave's End (Night Huntress, #3)",5
2288,24687,375758992,Alexandra Fuller,2001,Don't Let's Go to the Dogs Tonight,4
2289,41424,64404773,Robin McKinley,1978,Beauty: A Retelling of the Story of Beauty and the Beast,3
2290,6604712,316069906,Jonathan Safran Foer,2009,Eating Animals,2
2291,355917,60577363,"Angie Sage, Mark Zug",2006,"Flyte (Septimus Heap, #2)",1
2292,13637412,6140105234,"سعود السنعوسي, Saud Alsanousi",2012,ساق البامبو,0
2293,10429092,62026488,Rae Carson,2011,"The Girl of Fire and Thorns (Fire and Thorns, #1)",5
2294,7137327,312650086,Ann Aguirre,2011,"Enclave (Razorland, #1)",4
2295,4806,802714625,"Dava Sobel, Neil Armstrong",1995,Longitude: The True Story of a Lone Genius Who Solved the Greatest Scientific Problem of His Time,3
2296,232145,751530492,Patricia Cornwell,1997,"Unnatural Exposure (Kay Scarpetta, #8)",2
2297,14706,553213482,"Johann Wolfgang von Goethe, Peter Salm",1808,Faust: First Part,1
2298,296662,684818868,James W. Loewen,1995,Lies My Teacher Told Me,0
2299,45108,553582461,Robin Hobb,2003,"Fool's Fate (Tawny Man, #3)",5
2300,3217221,1600102379,"Joe Hill, Gabriel Rodríguez",2008,"Locke & Key, Vol. 1: Welcome to Lovecraft",4
2301,6043849,1406310263,Patrick Ness,2009,"The Ask and the Answer (Chaos Walking, #2)",3
2302,73062,446363251,Alexandra Ripley,1991,Scarlett,2
2303,30241,425205673,Laurell K. Hamilton,1996,"Bloody Bones (Anita Blake, Vampire Hunter #5)",1
2304,46165,684843781,F. Scott Fitzgerald,1920,This Side of Paradise,0
2305,11797365,670023329,Blaine Harden,2012,Escape from Camp 14: One Man's Remarkable Odyssey from North Korea to Freedom in the West,5
2306,30263,006057299X,Kim Harrison,2005,"Every Which Way But Dead (The Hollows, #3)",4
2307,25852870,1400068320,Curtis Sittenfeld,2016,"Eligible: A Modern Retelling of Pride and Prejudice (The Austen Project, #4)",3
2308,6988014,039333712X,Sarah Thornton,2008,Seven Days in the Art World,2
2309,597790,7246226,"J.R.R. Tolkien, Christopher Tolkien, Alan Lee",2007,The Children of Húrin,1
2310,78427,785289089,Dave Ramsey,2003,The Total Money Makeover: A Proven Plan for Financial Fitness,0
2311,61549,316058432,"Richard Atwater, Florence Atwater, Robert Lawson",1938,Mr. Popper's Penguins,5
2312,234724,765340054,Orson Scott Card,2002,"Shadow Puppets (Ender's Shadow, #3)",4
2313,19103097,,Lev Grossman,2014,"The Magician's Land (The Magicians, #3)",3
2314,10979,679732268,William Faulkner,1932,Light in August,2
2315,24335,64408671,"E.B. White, Fred Marcellino",1970,The Trumpet of the Swan,1
2316,13641208,812993802,George Saunders,2013,Tenth of December,0
2317,6944032,312593554,Sherrilyn Kenyon,2002,"Night Pleasures (Dark-Hunter, #1)",5
2318,998,671015206,"Thomas J. Stanley, William D. Danko",1995,The Millionaire Next Door: The Surprising Secrets of Americas Wealthy,4
2319,5267365,1423116380,Ally Carter,2009,"Don't Judge a Girl by Her Cover (Gallagher Girls, #3)",3
2320,14318,743244583,Bob Dylan,2004,"Chronicles, Vol. 1",2
2321,26,60920084,Bill Bryson,1989,The Lost Continent: Travels in Small Town America,1
2322,9500416,140006712X,Lisa See,2011,Dreams of Joy (Shanghai Girls #2),0
2323,43326,446607207,Sidney Sheldon,1998,Tell Me Your Dreams,5
2324,8248,60885416,"Laura Ingalls Wilder, Garth Williams",1939,"By the Shores of Silver Lake  (Little House, #5)",4
2325,18630,61053562,Iain M. Banks,1988,"The Player of Games (Culture, #2)",3
2326,24384,440228891,"George Selden, Garth Williams",1960,The Cricket in Times Square,2
2327,21343,787960756,Patrick Lencioni,2002,The Five Dysfunctions of a Team: A Leadership Fable,1
2328,23940,142003166,"William S. Burroughs, Oliver  Harris, Allen Ginsberg",1953,Junky,0
2329,313605,140157352,"Roger Fisher, William Ury, Bruce Patton",1981,Getting to Yes: Negotiating an Agreement Without Giving In,5
2330,16136959,,R.K. Lilley,2012,"Mile High (Up in the Air, #2)",4
2331,25111004,1501110349,Colleen Hoover,2015,9-Nov,3
2332,29639736,,Kerry Lonsdale,2016,"Everything We Keep (Everything We Keep, #1)",2
2333,15724654,,Samantha Towle,2012,"The Mighty Storm (The Storm, #1)",1
2334,11250317,1408816032,Madeline Miller,2011,The Song of Achilles,0
2335,29405093,1501139886,Amy Schumer,2016,The Girl with the Lower Back Tattoo,5
2336,99944,140449183,"Krishna-Dwaipayana Vyasa, Simon Brodbeck, Juan Mascaró",-400,The Bhagavad Gita,4
2337,431,143039830,"Paul Auster, Art Spiegelman",1987,The New York Trilogy,3
2338,89763,043912042X,Pam Muñoz Ryan,2000,Esperanza Rising,2
2339,5114,316766941,J.D. Salinger,1955,"Raise High the Roof Beam, Carpenters & Seymour: An Introduction",1
2340,7455,446617687,Candace Bushnell,1996,Sex and the City,0
2341,30244,425209067,Laurell K. Hamilton,1997,"The Killing Dance (Anita Blake, Vampire Hunter, #6)",5
2342,12321,014044923X,"Friedrich Nietzsche, R.J. Hollingdale, Michael Tanner",1886,Beyond Good and Evil,4
2343,108077,044022800X,Christopher Paul Curtis,1995,The Watsons Go to Birmingham - 1963,3
2344,497199,876852630,Charles Bukowski,1975,Factotum,2
2345,10215349,373210515,Julie Kagawa,2012,"The Immortal Rules (Blood of Eden, #1)",1
2346,5632446,446546933,Dave Cullen,2009,Columbine,0
2347,31340,99471434,Anne Rice,1993,"Lasher (Lives of the Mayfair Witches, #2)",5
2348,22319275,,Laila Ibrahim,2010,Yellow Crocus,4
2349,15814872,525953728,"Mark Owen, Kevin Maurer",2012,No Easy Day: The Firsthand Account of the Mission That Killed Osama Bin Laden,3
2350,13056159,1594487014,Laura Moriarty,2012,The Chaperone,2
2351,232123,684193957,Patricia Cornwell,1992,"All That Remains (Kay Scarpetta, #3)",1
2352,10596,451191013,"Richard Bachman, Stephen King",1996,The Regulators,0
2353,25101,1563890356,"Neil Gaiman, Matt Wagner, George Pratt, Dick Giordano, Kelley Jones, P. Craig Russell, Mike Dringenberg, Malcolm Jones III, Todd Klein, Harlan Ellison",1990,Season of Mists (The Sandman #4),5
2354,13130,316013935,"James Patterson, Andrew Gross",2006,Judge & Jury,4
2355,54539,1416500340,George Eliot,1861,Silas Marner,3
2356,13644052,1622660757,Jennifer L. Armentrout,2013,"Origin (Lux, #4)",2
2357,13839,375760393,Michael Pollan,2001,The Botany of Desire: A Plant's-Eye View of the World,1
2358,7930335,316123536,"Kami Garcia, Margaret Stohl",2012,"Beautiful Redemption (Caster Chronicles, #4)",0
2359,6746018,1439152780,Kate Morton,2010,The Distant Hours,5
2360,23125266,751554154,Clare Mackintosh,2016,I Let You Go,4
2361,325128,439295785,Robert Louis Stevenson,1886,"Kidnapped (David Balfour, #1)",3
2362,85431,306814250,H.G. Bissinger,1988,"Friday Night Lights: A Town, a Team, and a Dream",2
2363,180066,618683356,David Sheff,2007,Beautiful Boy: A Father's Journey Through His Son's Addiction,1
2364,12900174,,Abbi Glines,2011,"The Vincent Boys (The Vincent Boys, #1)",0
2365,261240,1594561869,Edgar Allan Poe,1846,The Cask of Amontillado,5
2366,1715,014044789X,"Ovid, David Raeburn, Denis Feeney",8,Metamorphoses,4
2367,11206,452274427,Julia Alvarez,1994,In the Time of the Butterflies,3
2368,77398,743203631,Robert Morgan,1999,Gap Creek,2
2369,9680718,983157200,Jennifer L. Armentrout,2011,"Half-Blood (Covenant, #1)",1
2370,93263,1582404119,"Bo Hampton, Tracey Hampton, Washington Irving",1993,The Legend of Sleepy Hollow (Graphic Novel),0
2371,27126,451217608,Jen Lancaster,2006,"Bitter Is the New Black: Confessions of a Condescending, Egomaniacal, Self-Centered Smartass, Or, Why You Should Never Carry A Prada Bag to the Unemployment Office",5
2372,12716613,399159371,Nora Roberts,2012,The Witness,4
2373,21718,380820889,Karin Slaughter,2001,"Blindsighted (Grant County, #1)",3
2374,292408,140169300,Wallace Stegner,1971,Angle of Repose,2
2375,18989,743457900,John le Carré,1974,"Tinker, Tailor, Soldier, Spy",1
2376,99085,142501107,Brian Jacques,2000,"Lord Brocktree (Redwall, #13)",0
2377,13253276,62072064,Veronica Rossi,2013,"Through the Ever Night (Under the Never Sky, #2)",5
2378,712313,316018589,Elin Hilderbrand,2007,Barefoot,4
2379,6520,1594481954,James Frey,2005,My Friend Leonard,3
2380,72159,811216012,Tennessee Williams,1955,Cat on a Hot Tin Roof,2
2381,1829709,316002860,James Patterson,2008,"The Final Warning (Maximum Ride, #4)",1
2382,45109,553582453,Robin Hobb,2002,"Golden Fool (Tawny Man, #2)",0
2383,204276,446614459,David Baldacci,2003,"Split Second (Sean King & Michelle Maxwell, #1)",5
2384,9681098,316069353,Michael Connelly,2011,"The Fifth Witness (Mickey Haller, #5; Harry Bosch Universe, #20)",4
2385,91981,756402697,Tad Williams,1988,"The Dragonbone Chair (Memory, Sorrow, and Thorn, #1)",3
2386,9522,2844140580,Marjane Satrapi,2000,"Persepolis, Volume 1",2
2387,71776,1589190629,Jan Karon,1994,"At Home in Mitford (Mitford Years, #1)",1
2388,6828896,446563048,Tony Hsieh,2010,"Delivering Happiness: A Path to Profits, Passion, and Purpose",0
2389,542414,142405787,Anthony Horowitz,2004,"Scorpia (Alex Rider, #5)",5
2390,18712886,62290363,Erika Johansen,2014,"The Queen of the Tearling (The Queen of the Tearling, #1)",4
2391,3552023,545060427,Gordon Korman,2008,"One False Note (The 39 Clues, #2)",3
2392,46777,689867042,Holly Black,2002,"Tithe (Modern Faerie Tales, #1)",2
2393,455930,515133310,Lee Child,2001,"Echo Burning (Jack Reacher, #5)",1
2394,1895792,61140988,L.J. Smith,2007,"The Fury / Dark Reunion (The Vampire Diaries, #3-4)",0
2395,24378015,,"Colleen Hoover, Tarryn Fisher",2015,"Never Never (Never Never, #1)",5
2396,15818362,62197266,Elizabeth Haynes,2011,Into the Darkest Corner,4
2397,76237,140079076,"Richard Lancelyn Green, Ronald Knox, Julian Symons, Various",1985,The Further Adventures of Sherlock Holmes: After Sir Arthur Conan Doyle (Classic Crime),3
2398,79378,446605484,James Patterson,2000,"Roses are Red (Alex Cross, #6)",2
2399,43893,765344300,Terry Goodkind,2003,"Naked Empire (Sword of Truth, #8)",1
2400,92147,60765240,James Rollins,2005,"Map of Bones (Sigma Force, #2)",0
2401,22571540,525953507,Harlan Coben,2015,The Stranger,5
2402,1537534,60887397,Sara Shepard,2008,"Unbelievable (Pretty Little Liars, #4)",4
2403,45195,014144116X,"E.M. Forster, Oliver Stallybrass, Pankaj Mishra",1924,A Passage to India,3
2404,19549841,,Rachel Hartman,2012,"Seraphina (Seraphina, #1)",2
2405,26046,515141658,Nora Roberts,2006,"Morrigan's Cross (Circle Trilogy, #1)",1
2406,49824,553381644,Jean M. Auel,1985,"The Mammoth Hunters (Earth's Children, #3)",0
2407,2903736,441016383,Jim Butcher,2008,"Princeps' Fury (Codex Alera, #5)",5
2408,73968,380017601,Erich Segal,1970,"Love Story (Love Story, #1)",4
2409,858513,688147321,Kevin Henkes,1991,Chrysanthemum,3
2410,11808950,62085611,Wendy Higgins,2012,"Sweet Evil (Sweet, #1)",2
2411,21484,316952664,Herman Wouk,1971,"The Winds of War (The Henry Family, #1)",1
2412,12341557,,"Stephen King, Jae Lee",2012,"The Wind Through the Keyhole (The Dark Tower, #4.5)",0
2413,68527,60887184,Bernard Cornwell,2004,"The Last Kingdom (The Saxon Stories, #1)",5
2414,81948,887307280,Michael E. Gerber,1985,The E-Myth Revisited: Why Most Small Businesses Don't Work and What to Do About It,4
2415,281235,1416928170,"James Howe, Deborah Howe, Alan Daniel",1979,"Bunnicula (Bunnicula, #1)",3
2416,66678,786939834,R.A. Salvatore,1990,"Exile (Forgotten Realms: The Dark Elf Trilogy, #2; Legend of Drizzt, #2)",2
2417,11947829,1250006333,Amanda Hocking,2012,"Ascend (Trylle, #3)",1
2418,10822858,525952489,"Jussi Adler-Olsen, Lisa Hartford",2007,"The Keeper of Lost Causes (Department Q, #1)",0
2419,23876,517405091,Gabriel García Márquez,1994,Of Love and Other Demons,5
2420,3992598,142312166X,Rick Riordan,2009,The Demigod Files (Percy Jackson and the Olympians),4
2421,1297985,676979785,Oliver Sacks,2007,Musicophilia: Tales of Music and the Brain,3
2422,25526965,1501129740,Stephen King,2016,"End of Watch (Bill Hodges Trilogy, #3)",2
2423,3684856,60590319,Christopher Moore,2009,Fool,1
2424,69136,743298853,John Connolly,2006,The Book of Lost Things,0
2425,49195,140003003X,Bill Clinton,2004,My Life,5
2426,59952,1569714029,"Frank Miller, Lynn Varley",1998,300,4
2427,6697305,545060494,Linda Sue Park,2010,"Storm Warning (The 39 Clues, #9)",3
2428,6950688,1423128206,Ally Carter,2010,"Only the Good Spy Young (Gallagher Girls, #4)",2
2429,455941,440241006,Lee Child,2003,"Persuader (Jack Reacher, #7)",1
2430,58077,425212890,Charlaine Harris,2005,"Grave Sight (Harper Connelly, #1)",0
2431,1991039,8203180728,"Jo Nesbø, Don Bartlett",1997,"Flaggermusmannen (Harry Hole, #1)",5
2432,407234,515143804,Nora Roberts,2007,"Blood Brothers (Sign of Seven, #1)",4
2433,10912,425185508,Jodi Picoult,1995,Picture Perfect,3
2434,294963,1591162203,"Nobuhiro Watsuki, Kenichiro Yagi",1994,"Rurouni Kenshin, Vol. 1: Meiji Swordsman Romantic Story (Rurouni Kenshin, #1)",2
2435,9888775,1402262272,Miranda Kenneally,2011,Catching Jordan,1
2436,18600,60730552,Joe Simpson,1988,Touching the Void: The True Story of One Man's Miraculous Survival,0
2437,15784909,,Colleen Hoover,2013,"This Girl (Slammed, #3)",5
2438,205330,670869392,Simms Taback,1997,There Was an Old Lady Who Swallowed a Fly,4
2439,2255,1932073205,Dan Millman,1980,Way of the Peaceful Warrior: A Book That Changes Lives,3
2440,12781,312270828,Salman Rushdie,1988,The Satanic Verses,2
2441,6178648,385523904,Barbara Demick,2009,Nothing to Envy: Ordinary Lives in North Korea,1
2442,866222,60753943,"Jack Welch, Suzy Welch",1992,Winning,0
2443,17158596,,Gail McHugh,2013,"Collide (Collide, #1)",5
2444,3860977,618620117,Jonah Lehrer,2009,How We Decide,4
2445,91661,553381520,Laurie R. King,1994,"The Beekeeper's Apprentice (Mary Russell, #1)",3
2446,356321,394805755,"Jean de Brunhoff, Merle S. Haas",1931,The Story of Babar,2
2447,8458018,385735332,Michael Scott,2011,"The Warlock (The Secrets of the Immortal Nicholas Flamel, #5)",1
2448,6316821,044101769X,Jim Butcher,2008,"First Lord's Fury (Codex Alera, #6)",0
2449,6834410,385343663,Tom Rachman,2010,The Imperfectionists,5
2450,16151178,,Katja Millay,2012,The Sea of Tranquility,4
2451,9517,375714669,"Marjane Satrapi, Anjali Singh",2001,"Persepolis 2: The Story of a Return (Persepolis, #2)",3
2452,64217,61020656,Terry Pratchett,1989,"Pyramids (Discworld, #7)",2
2453,149302,586064176,Raymond E. Feist,1985,"Silverthorn (The Riftwar Saga, #3)",1
2454,1314332,385613466,Jenny Downham,2007,Before I Die,0
2455,6728738,670021652,Elizabeth Gilbert,2009,Committed: A Skeptic Makes Peace with Marriage,5
2456,104378,142401765,Sarah Dessen,1999,Keeping the Moon,4
2457,18080920,62285637,Veronica Roth,2013,"The Transfer (Divergent, #0.1)",3
2458,43887,765344319,Terry Goodkind,2004,"Chainfire (Sword of Truth, #9)",2
2459,129650,375413405,"Julia Child, Simone Beck, Louisette Bertholle",1961,Mastering the Art of French Cooking,1
2460,9876989,1421540320,"Kazue Kato, John Werry",2009,"Blue Exorcist, Vol. 1  (Blue Exorcist, #1)",0
2461,604803,765315238,Terry Goodkind,2007,"Confessor (Sword of Truth, #11)",5
2462,88815,151013047,Mohsin Hamid,2007,The Reluctant Fundamentalist,4
2463,12432220,545284139,Jennifer A. Nielsen,2012,The False Prince (The Ascendance Trilogy #1),3
2464,85386,449911659,John Updike,1960,"Rabbit, Run (Rabbit Angstrom #1)",2
2465,56627,1400077427,Daniel Todd Gilbert,2006,Stumbling on Happiness,1
2466,400412,015694877X,T.S. Eliot,1922,The Waste Land and Other Poems,0
2467,201146,590319671,"Else Holmelund Minarik, Maurice Sendak",1957,Little Bear,5
2468,206172,146000110,Edgar Allan Poe,1842,The Pit and the Pendulum,4
2469,34529,055215315X,Terry Pratchett,1992,"Lords and Ladies (Discworld, #14; Witches #4)",3
2470,62530,552152676,Terry Pratchett,2006,"Thud! (Discworld, #34; City Watch #7)",2
2471,28876,345481283,Naomi Novik,2006,"His Majesty's Dragon (Temeraire, #1)",1
2472,444304,689859368,"Holly Black, Tony DiTerlizzi",2003,"The Field Guide (The Spiderwick Chronicles, #1)",0
2473,7497897,1601422210,David Platt,2010,Radical: Taking Back Your Faith from the American Dream,5
2474,1303,140280197,"Robert Greene, Joost Elffers",1988,The 48 Laws of Power,4
2475,41667,142401110,Jean Craighead George,1959,"My Side of the Mountain (Mountain, #1)",3
2476,3392089,749080973,"Susanna Kearsley, Rosalyn Landor",2008,"The Winter Sea (Slains, #1)",2
2477,5861926,545135702,Peter Lerangis,2009,"The Sword Thief (The 39 Clues, #3)",1
2478,85437,451159535,Robin Cook,1977,Coma,0
2479,46945,1560252480,"Hubert Selby Jr., Darren Aronofsky, Richard Price",1978,Requiem for a Dream,5
2480,111332,61284203,Erin Hunter,2003,"Into the Wild (Warriors, #1)",4
2481,76401,805066691,Dee Brown,1970,Bury My Heart at Wounded Knee: An Indian History of the American West,3
2482,128066,057506708X,"Władysław Szpilman, Anthea Bell",1946,"The Pianist: The Extraordinary Story of One Man's Survival in Warsaw, 1939–45",2
2483,16033902,425267040,Maya Banks,2013,"Rush (Breathless, #1)",1
2484,3052106,1411415930,"Ian Edginton, Oscar Wilde, I.N.J. Culbard",2009,The Picture of Dorian Gray: A Graphic Novel,0
2485,11557,671741039,Robert McCammon,1987,Swan Song,5
2486,22522805,030727103X,Kazuo Ishiguro,2015,The Buried Giant,4
2487,68494,345459407,China Miéville,2000,"Perdido Street Station (Bas-Lag, #1)",3
2488,4070493,1599903385,Carrie Jones,2008,"Need (Need, #1)",2
2489,2442,61020613,Terry Pratchett,1991,"Witches Abroad (Discworld, #12; Witches #3)",1
2490,721012,014043769X,"Geoffrey Crayon, Washington Irving, William L. Hedges",1819,The Legend of Sleepy Hollow and Other Stories,0
2491,117,441328008,Frank Herbert,1984,Heretics of Dune (Dune Chronicles #5),5
2492,772852,515090255,"David Wilkerson, John Sherrill, Elizabeth Sherrill",1963,The Cross and the Switchblade,4
2493,346087,441015271,Jim Butcher,2007,"Captain's Fury (Codex Alera, #4)",3
2494,9912994,385671105,Chuck Palahniuk,2011,"Damned (Damned, #1)",2
2495,222458,439443822,Cynthia Lord,2006,Rules,1
2496,8584686,307263991,Karen Russell,2011,Swamplandia!,0
2497,49353,075280944X,Michael Connelly,1995,"The Last Coyote (Harry Bosch, #4; Harry Bosch Universe, #4)",5
2498,2715,142001619,Mark Kurlansky,2002,Salt: A World History,4
2499,31173,037575850X,"Charlotte Brontë, A.S. Byatt, Μαρία Λαϊνά, Ignes Sodre",1853,Villette,3
2500,10552338,61977969,Neal Stephenson,2011,Reamde,2
2501,34502,057506689X,Terry Pratchett,1994,"Soul Music (Discworld, #16; Death, #3)",1
2502,14740588,,Janet Evanovich,2012,"Notorious Nineteen (Stephanie Plum, #19)",0
2503,6117055,059306173X,Richard Dawkins,2009,The Greatest Show on Earth: The Evidence for Evolution,5
2504,392297,1593072937,Frank Miller,1992,"Sin City, Vol. 1: The Hard Goodbye (Sin City, #1)",4
2505,356896,055327757X,Og Mandino,1968,The Greatest Salesman in the World,3
2506,3758,014200202X,Ian Fleming,1953,"Casino Royale (James Bond, #1)",2
2507,83144,6513220,Paullina Simons,2001,"The Bronze Horseman (The Bronze Horseman, #1)",1
2508,11346,452283868,Toni Morrison,1973,Sula,0
2509,17999892,,A.G. Riddle,2013,"The Atlantis Gene (The Origin Mystery, #1)",5
2510,7148256,1416563725,Philippa Gregory,2010,"The Red Queen (The Plantagenet and Tudor Novels, #3)",4
2511,6642402,425233383,Julie James,2010,"Something About You (FBI/US Attorney, #1)",3
2512,105552,7169914,Dr. Seuss,1970,Mr. Brown Can Moo! Can You?,2
2513,10607,034547063X,"Stephen King, Peter Straub",2001,"Black House (The Talisman, #2)",1
2514,15719,785123113,"Neil Gaiman, Andy Kubert, Richard Isanove, Peter Sanderson",2003,Marvel 1602,0
2515,26722,743270371,Vince Flynn,2006,"Act of Treason (Mitch Rapp, #9)",5
2516,13330761,307959945,Peter Heller,2012,The Dog Stars,4
2517,19494,,John le Carré,1963,The Spy Who Came In from the Cold,3
2518,133664,441013406,Jim Butcher,2005,"Academ's Fury (Codex Alera, #2)",2
2519,13162,446676438,James Patterson,1998,"When the Wind Blows (When the Wind Blows, #1)",1
2520,6443834,4103534222,"Haruki Murakami, 村上 春樹",2009,"1Q84 BOOK 1 (1Q84, #1)",0
2521,4004,722534876,"Paulo Coelho, Alan R. Clarke",1987,The Pilgrimage,5
2522,383028,385336691,Lee Child,2006,"The Hard Way (Jack Reacher, #10)",4
2523,231821,440226708,Sheila Burnford,1960,The Incredible Journey,3
2524,13529,143036661,Geraldine Brooks,2004,March,2
2525,13359067,307749606,"Lee Child, Dick Hill",2012,"A Wanted Man (Jack Reacher, #17)",1
2526,22369,1401209149,"Grant Morrison, Frank Quitely",2007,"All-Star Superman, Vol. 1",0
2527,12177850,1780484259,George R.R. Martin,2000,"A Song of Ice and Fire (A Song of Ice and Fire, #1-5)",5
2528,16158558,425259854,Nora Roberts,2013,"Dark Witch (The Cousins O'Dwyer Trilogy, #1)",4
2529,7198988,312590970,Alyson Noel,2010,"Dark Flame (The Immortals, #4)",3
2530,25734248,1101990260,Fiona Barton,2016,The Widow,2
2531,6255144,545060451,Patrick Carman,2009,"The Black Circle (The 39 Clues, #5)",1
2532,15820748,62248162,Kiera Cass,2013,"The Prince (The Selection, #0.5)",0
2533,16069030,374384681,Marie Rutkoski,2014,"The Winner's Curse (The Winner's Trilogy, #1)",5
2534,71332,679766758,Sapphire,1996,Push,4
2535,17465515,1609451341,"Elena Ferrante, Ann Goldstein",2012,The Story of a New Name (The Neapolitan Novels #2),3
2536,70539,345413970,Arthur C. Clarke,1982,"2010: Odyssey Two (Space Odyssey, #2)",2
2537,6406018,759530017,Atsushi Ohkubo,2004,"Soul Eater, Vol. 01 (Soul Eater, #1)",1
2538,15803059,1451645821,William Kent Krueger,2013,Ordinary Grace,0
2539,14839,446611778,David Baldacci,2001,Last Man Standing,5
2540,118944,1596431520,Gene Luen Yang,2006,American Born Chinese,4
2541,1335184,307001040,"Eugene Bradley Coco, Ron Dias, Walt Disney Company",1960,Peter Pan (A Little Golden Book),3
2542,15990969,991686004,K.A. Tucker,2012,"Ten Tiny Breaths (Ten Tiny Breaths, #1)",2
2543,7141642,1400065453,David Mitchell,2010,The Thousand Autumns of Jacob de Zoet,1
2544,18525,486282082,Christopher Marlowe,1604,Dr. Faustus,0
2545,84145,312984839,Sherrilyn Kenyon,2003,Dance with the Devil (Dark-Hunter #3),5
2546,6614,786887079,Candace Bushnell,2005,Lipstick Jungle,4
2547,79379,446611212,James Patterson,2001,"Violets Are Blue (Alex Cross, #7)",3
2548,180116,671791540,"Anthony Robbins, Tony Robbins, Frederick L. Covan",1992,"Awaken the Giant Within: How to Take Immediate Control of Your Mental, Emotional, Physical and Financial Destiny!",2
2549,30246,515134457,Laurell K. Hamilton,1998,"Blue Moon (Anita Blake, Vampire Hunter, #8)",1
2550,30242,515134473,Laurell K. Hamilton,1998,"Burnt Offerings (Anita Blake, Vampire Hunter, #7)",0
2551,19286669,1250010713,Diane Chamberlain,2014,"The Silent Sister (Riley MacPherson, #1)",5
2552,9597,385333781,Kurt Vonnegut Jr.,1952,Player Piano,4
2553,10155,812967259,Arthur Conan Doyle,1912,"The Lost World (Professor Challenger, #1)",3
2554,34511,,Terry Pratchett,2003,"Monstrous Regiment (Discworld, #31; Industrial Revolution, #3)",2
2555,60931,807083690,Octavia E. Butler,1979,Kindred,1
2556,8282,60885424,"Laura Ingalls Wilder, Garth Williams",1940,"The Long Winter (Little House, #6)",0
2557,525488,310247454,"Henry Cloud, John Townsend",1992,"Boundaries: When to Say Yes, How to Say No to Take Control of Your Life",5
2558,17378508,545424968,Maggie Stiefvater,2014,"Blue Lily, Lily Blue (The Raven Cycle, #3)",4
2559,43945,99399016,"Philip Roth, Luca Marinelli",1969,Portnoy's Complaint,3
2560,815716,785274316,"John C. Maxwell, Zig Ziglar",1998,The 21 Irrefutable Laws of Leadership: Follow Them and People Will Follow You,2
2561,51019,385491026,Margaret Atwood,1988,Cat's Eye,1
2562,15783307,,J. Sterling,2012,"The Perfect Game (The Perfect Game, #1)",0
2563,7540092,1406310271,Patrick Ness,2010,"Monsters of Men (Chaos Walking, #3)",5
2564,8647,1841492051,Orson Scott Card,2005,"Shadow of the Giant (Ender's Shadow, #4)",4
2565,10128428,545027896,Brian Selznick,2011,Wonderstruck,3
2566,748862,446519138,Sarah Ban Breathnach,1995,Simple Abundance:  A Daybook of Comfort and Joy,2
2567,9917938,1442429984,Moira Young,2011,"Blood Red Road (Dust Lands, #1)",1
2568,13131,316014796,"James Patterson, Maxine Paetro",2007,"The 6th Target (Women's Murder Club, #6)",0
2569,40395,143104888,"Edgar Rice Burroughs, John Seelye",1912,"A Princess of Mars (Barsoom, #1)",5
2570,17262203,385528787,Margaret Atwood,2013,"MaddAddam (MaddAddam, #3)",4
2571,77770,60264802,"Laura Ingalls Wilder, Garth Williams",1943,"These Happy Golden Years (Little House, #8)",3
2572,19596,812971426,Victoria Finlay,2003,Color: A Natural History of the Palette,2
2573,5357,99481685,John Grisham,2001,Skipping Christmas,1
2574,24244,446613444,Michael Connelly,1993,"The Black Ice (Harry Bosch, #2; Harry Bosch Universe, #2)",0
2575,12022079,312577206,Kristin Hannah,2012,Home Front,5
2576,16117506,1476731535,Christina Lauren,2013,"Beautiful Stranger (Beautiful Bastard, #2)",4
2577,127459,385730306,Libba Bray,2007,"The Sweet Far Thing (Gemma Doyle, #3)",3
2578,5197,375702709,Ernest J. Gaines,1993,A Lesson Before Dying,2
2579,178357,349119759,David Sedaris,1998,SantaLand Diaries,1
2580,24820165,1455520616,Nicholas Sparks,2015,See Me,0
2581,7415016,385342047,Sophie Kinsella,2010,"Mini Shopaholic (Shopaholic, #6)",5
2582,857448,60268654,"Gene Zion, Margaret Bloy Graham",1956,Harry the Dirty Dog,4
2583,18144115,145161778X,Jennifer Weiner,2014,All Fall Down,3
2584,393199,015626224X,George Orwell,1933,Down and Out in Paris and London,2
2585,6081685,1427814031,Hiro Fujiwara,2006,"Maid-sama! Vol. 01 (Maid-sama!, #1)",1
2586,381102,1551924013,Nick Bantock,1991,Griffin and Sabine (Griffin & Sabine #1),0
2587,14061957,080509461X,Leigh Bardugo,2014,"Ruin and Rising (Shadow and Bone, #3)",5
